timestamp,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
474798,95.67,13.126,2.777,1.44,29.63
478341,95.63,13.105,3.138,1.561,29.95
481884,95.6,13.124,3.079,1.526,29.92
485428,95.56,13.111,2.898,1.502,30.03
488971,95.52,13.155,2.791,1.386,29.88
492514,95.48,13.122,3.042,1.523,29.96
496058,95.44,13.078,3.083,1.537,29.46
499601,95.4,13.15,2.865,1.434,30.25
503144,95.37,13.12,2.955,1.44,29.84
506687,95.33,13.094,3.182,1.559,30.09
510231,95.29,13.097,3.286,1.618,29.88
513774,95.25,13.061,3.363,1.765,29.95
517317,95.21,13.114,2.992,1.396,29.87
520860,95.17,13.078,2.893,1.398,30.14
524404,95.14,13.083,3.154,1.691,30.22
527947,95.1,13.134,2.91,1.429,29.96
531490,95.06,13.123,3.047,1.558,30.29
535034,95.02,13.071,3.468,1.714,29.95
538577,94.98,13.049,3.656,1.798,30.2
542120,94.94,13.08,3.622,1.921,30.0
545663,94.9,13.073,3.453,1.715,30.3
549207,94.86,13.081,3.383,1.716,30.02
552750,94.82,13.074,3.574,1.858,30.28
556293,94.79,13.07,3.191,1.695,30.3
559836,94.75,13.051,3.967,1.977,29.8
563380,94.71,13.004,3.973,2.068,30.67
566923,94.67,13.048,4.15,2.149,30.35
570466,94.63,12.999,4.158,2.226,30.23
574010,94.59,13.007,4.254,2.189,29.94
577553,94.55,13.018,4.047,2.056,30.2
581096,94.51,13.056,3.754,1.864,29.69
584639,94.47,13.065,3.581,1.73,30.12
588183,94.43,13.092,3.016,1.537,29.87
591726,94.39,13.076,3.309,1.665,30.38
595269,94.35,13.081,3.191,1.625,29.9
598812,94.31,13.074,3.152,1.557,30.18
602356,94.27,13.026,3.451,1.826,30.3
605899,94.23,13.024,3.356,1.624,30.46
609442,94.19,13.037,3.131,1.497,29.91
612985,94.15,13.096,2.712,1.374,29.97
616529,94.11,13.063,3.186,1.551,29.67
620072,94.07,13.064,3.175,1.616,29.75
623615,94.03,13.075,3.072,1.627,29.89
627159,93.99,13.051,3.333,1.689,30.04
630702,93.95,13.022,3.604,1.775,29.89
634245,93.91,13.01,3.647,1.926,30.07
637788,93.87,13.015,3.447,1.882,30.23
641332,93.83,13.051,3.638,1.861,30.06
644875,93.79,13.063,3.325,1.691,30.02
648418,93.75,13.033,3.229,1.592,29.84
651961,93.71,13.048,3.232,1.654,30.3
655505,93.67,13.079,2.877,1.464,30.26
659048,93.63,13.085,3.068,1.589,30.01
662591,93.59,13.042,3.185,1.58,29.99
666135,93.55,13.034,3.499,1.818,30.46
669678,93.51,13.05,3.471,1.763,30.21
673221,93.47,13.034,2.966,1.469,29.8
676764,93.43,13.045,3.018,1.541,29.68
680308,93.39,13.034,3.375,1.667,29.97
683851,93.35,13.031,3.217,1.695,30.48
687394,93.31,13.059,3.476,1.803,30.01
690937,93.27,13.042,3.411,1.811,30.7
694481,93.23,13.028,3.459,1.865,30.13
698024,93.19,12.988,3.805,1.892,30.2
701567,93.14,13.058,3.091,1.675,30.27
705111,93.1,13.0,3.965,1.993,30.26
708654,93.06,13.012,3.449,1.874,30.21
712197,93.02,12.994,3.762,1.955,30.03
715740,92.98,12.962,3.996,2.016,30.07
719284,92.94,13.016,3.441,1.886,29.98
722827,92.9,13.023,3.542,1.926,30.22
726370,92.86,13.01,3.789,1.928,30.12
729913,92.82,13.019,3.498,1.825,29.76
733457,92.77,13.019,3.54,1.875,30.28
737000,92.73,13.002,3.43,1.749,30.11
740543,92.69,13.02,3.151,1.68,29.99
744087,92.65,13.035,3.324,1.716,29.98
747630,92.61,13.028,3.213,1.601,29.61
751173,92.57,12.993,3.446,1.755,30.48
754716,92.53,13.005,3.566,1.855,30.1
758260,92.48,13.017,3.438,1.666,30.27
761803,92.44,13.027,3.22,1.568,30.37
765346,92.4,13.028,3.024,1.583,30.25
768889,92.36,13.011,3.117,1.521,30.09
772433,92.32,13.06,2.532,1.304,29.85
775976,92.28,13.05,3.011,1.509,30.08
779519,92.23,13.021,3.071,1.564,30.23
783063,92.19,12.996,3.252,1.675,30.23
786606,92.15,13.048,2.633,1.379,29.8
790149,92.11,13.004,2.926,1.545,30.09
793692,92.07,13.021,3.003,1.565,30.1
797236,92.02,13.003,3.143,1.629,30.22
800779,91.98,13.021,3.157,1.584,30.13
804322,91.94,13.008,3.134,1.6,30.36
807865,91.9,13.04,2.828,1.398,30.02
811409,91.86,13.059,2.814,1.396,30.15
814952,91.81,13.025,2.702,1.333,29.94
818495,91.77,13.004,2.872,1.444,29.88
822039,91.73,13.022,2.892,1.466,29.81
825582,91.69,12.997,3.132,1.536,30.06
829125,91.64,13.008,2.989,1.505,30.15
832668,91.6,13.01,2.745,1.348,30.22
836212,91.56,13.05,2.36,1.25,29.81
839755,91.52,13.014,2.82,1.365,29.88
843298,91.47,12.977,2.824,1.454,29.89
846841,91.43,12.999,2.951,1.401,30.31
850385,91.39,12.996,3.127,1.577,30.13
853928,91.35,13.002,3.223,1.618,30.04
857471,91.3,12.979,3.13,1.474,30.26
861015,91.26,12.995,2.772,1.258,29.72
864558,91.22,13.047,2.405,1.198,29.88
868101,91.18,12.974,3.139,1.474,30.11
871644,91.13,12.993,2.981,1.485,30.04
875188,91.09,13.022,2.585,1.287,29.69
878731,91.05,12.993,3.102,1.581,30.31
882274,91.0,12.995,2.86,1.442,30.38
885817,90.96,12.98,2.81,1.423,29.74
889361,90.92,13.003,2.957,1.56,30.09
892904,90.87,12.962,3.232,1.667,30.3
896447,90.83,12.968,3.096,1.552,30.58
899990,90.79,13.016,2.924,1.486,29.98
903534,90.75,13.011,2.69,1.335,29.79
907077,90.7,12.967,2.902,1.354,30.06
910620,90.66,12.965,3.07,1.458,30.53
914164,90.62,12.942,3.491,1.733,30.28
917707,90.57,12.923,3.656,1.864,30.38
921250,90.53,12.917,3.431,1.733,30.62
924793,90.49,12.982,3.037,1.512,29.68
928337,90.44,12.989,2.896,1.505,29.63
931880,90.4,12.982,2.846,1.461,30.24
935423,90.36,12.966,2.929,1.453,30.25
938966,90.31,12.967,3.044,1.549,29.84
942510,90.27,12.987,2.803,1.475,30.15
946053,90.23,12.945,3.044,1.55,30.14
949596,90.18,12.952,3.089,1.597,30.2
953140,90.14,12.952,3.003,1.523,29.96
956683,90.09,12.978,2.888,1.428,29.99
960226,90.05,12.989,2.558,1.322,29.79
963769,90.01,12.946,2.856,1.454,30.09
967313,89.96,12.981,2.433,1.159,29.88
970856,89.92,13.007,2.595,1.261,30.34
974399,89.88,12.942,2.934,1.485,30.24
977942,89.83,12.986,2.482,1.217,29.63
981486,89.79,12.965,2.609,1.346,30.09
985029,89.74,12.999,2.502,1.29,30.26
988572,89.7,12.971,2.613,1.339,30.07
992116,89.66,12.972,2.48,1.252,30.19
995659,89.61,12.939,2.81,1.319,30.07
999202,89.57,12.921,3.324,1.628,30.41
1002745,89.52,12.933,3.382,1.719,30.09
1006289,89.48,12.899,3.888,1.948,30.63
1009832,89.44,12.876,3.73,1.923,30.13
1013375,89.39,12.915,3.805,2.016,30.7
1016918,89.35,12.885,3.818,1.953,30.14
1020462,89.3,12.875,3.75,1.888,29.99
1024005,89.26,12.919,3.307,1.66,30.38
1027548,89.22,12.918,3.111,1.61,30.17
1031092,89.17,12.902,3.363,1.634,30.32
1034635,89.13,12.902,3.325,1.657,30.37
1038178,89.08,12.927,3.032,1.492,30.18
1041721,89.04,12.919,3.034,1.543,30.01
1045265,88.99,12.912,2.818,1.329,30.16
1048808,88.95,12.952,2.716,1.251,30.15
1052351,88.91,12.943,2.576,1.219,30.13
1055894,88.86,12.941,3.029,1.467,30.6
1059438,88.82,12.94,2.856,1.4,29.98
1062981,88.77,12.931,2.997,1.513,30.2
1066524,88.73,12.915,3.124,1.443,30.35
1070068,88.68,12.972,2.438,1.156,29.9
1073611,88.64,12.936,2.596,1.257,29.81
1077154,88.59,12.923,2.624,1.28,29.95
1080697,88.55,12.898,3.372,1.518,30.55
1084241,88.5,12.847,3.398,1.705,30.28
1087784,88.46,12.885,3.351,1.743,30.45
1091327,88.42,12.885,3.493,1.754,30.23
1094870,88.37,12.877,3.434,1.834,30.45
1098414,88.33,12.905,3.369,1.759,30.2
1101957,88.28,12.888,3.496,1.884,30.21
1105500,88.24,12.883,3.402,1.755,30.38
1109044,88.19,12.877,3.352,1.767,30.35
1112587,88.15,12.901,3.319,1.71,30.63
1116130,88.1,12.865,3.436,1.801,30.04
1119673,88.06,12.872,3.368,1.767,30.45
1123217,88.01,12.869,3.696,1.907,30.8
1126760,87.97,12.863,3.738,1.995,30.76
1130303,87.92,12.893,3.578,1.901,30.35
1133846,87.88,12.841,3.84,1.933,30.38
1137390,87.83,12.839,3.422,1.664,30.28
1140933,87.79,12.893,3.165,1.589,30.35
1144476,87.74,12.874,3.609,1.847,30.49
1148020,87.7,12.842,3.757,1.967,30.58
1151563,87.65,12.883,3.486,1.888,30.53
1155106,87.61,12.875,3.664,1.923,30.26
1158649,87.56,12.833,3.7,1.937,30.26
1162193,87.52,12.83,3.775,2.017,30.27
1165736,87.47,12.816,3.79,2.01,30.25
1169279,87.43,12.852,3.642,1.864,30.46
1172822,87.38,12.862,3.487,1.691,30.49
1176366,87.34,12.874,3.238,1.68,30.86
1179909,87.29,12.827,3.522,1.782,30.55
1183452,87.24,12.817,3.799,1.966,30.54
1186995,87.2,12.829,3.404,1.727,30.69
1190539,87.15,12.814,3.572,1.814,30.31
1194082,87.11,12.818,3.565,1.825,30.53
1197625,87.06,12.848,2.978,1.44,30.46
1201169,87.02,12.871,2.924,1.348,30.41
1204712,86.97,12.89,2.741,1.399,30.26
1208255,86.93,12.896,2.674,1.374,30.09
1211798,86.88,12.881,2.733,1.384,29.93
1215342,86.84,12.871,2.719,1.346,30.15
1218885,86.79,12.883,2.67,1.381,30.04
1222428,86.74,12.895,2.596,1.235,30.28
1225971,86.7,12.895,2.344,1.158,30.03
1229515,86.65,12.873,2.778,1.281,30.33
1233058,86.61,12.843,3.158,1.514,30.02
1236601,86.56,12.831,3.286,1.678,30.59
1240145,86.52,12.84,3.264,1.735,30.21
1243688,86.47,12.824,3.205,1.73,30.05
1247231,86.43,12.857,3.188,1.555,30.08
1250774,86.38,12.834,2.879,1.517,30.13
1254318,86.33,12.866,2.848,1.442,30.48
1257861,86.29,12.803,3.4,1.653,30.59
1261404,86.24,12.863,3.114,1.642,30.11
1264947,86.2,12.841,3.298,1.648,30.43
1268491,86.15,12.806,3.426,1.818,30.44
1272034,86.11,12.817,3.31,1.649,30.1
1275577,86.06,12.814,3.168,1.635,30.17
1279121,86.01,12.825,3.237,1.711,29.98
1282664,85.97,12.824,3.352,1.607,30.26
1286207,85.92,12.891,2.763,1.413,29.7
1289750,85.88,12.817,2.966,1.554,30.15
1293294,85.83,12.85,3.064,1.552,30.16
1296837,85.78,12.801,3.388,1.735,30.3
1300380,85.74,12.823,3.231,1.633,30.24
1303923,85.69,12.843,3.024,1.392,30.58
1307467,85.65,12.864,2.557,1.188,30.11
1311010,85.6,12.857,2.622,1.163,30.25
1314553,85.55,12.83,2.899,1.424,30.46
1318097,85.51,12.819,3.099,1.48,30.56
1321640,85.46,12.808,3.313,1.752,30.59
1325183,85.42,12.827,3.229,1.681,30.31
1328726,85.37,12.785,3.235,1.659,30.2
1332270,85.32,12.805,3.125,1.583,30.23
1335813,85.28,12.798,3.025,1.567,30.26
1339356,85.23,12.797,3.09,1.558,30.39
1342899,85.19,12.783,3.342,1.742,30.46
1346443,85.14,12.818,3.225,1.696,30.66
1349986,85.09,12.823,3.381,1.698,30.47
1353529,85.05,12.834,2.986,1.481,30.72
1357073,85.0,12.782,3.163,1.563,30.63
1360616,84.95,12.785,3.421,1.67,30.41
1364159,84.91,12.748,3.713,1.843,30.79
1367702,84.86,12.78,3.554,1.917,29.98
1371246,84.82,12.806,3.307,1.696,30.76
1374789,84.77,12.79,3.373,1.714,30.59
1378332,84.72,12.819,2.946,1.48,30.44
1381875,84.68,12.795,3.069,1.482,30.06
1385419,84.63,12.737,3.537,1.692,31.09
1388962,84.58,12.712,3.926,1.937,30.66
1392505,84.54,12.721,4.233,2.219,30.79
1396049,84.49,12.74,4.066,2.118,30.99
1399592,84.45,12.744,4.163,2.25,30.76
1403135,84.4,12.728,3.99,2.095,30.56
1406678,84.35,12.732,4.005,2.066,30.88
1410222,84.31,12.738,3.933,1.966,30.52
1413765,84.26,12.774,3.516,1.698,30.73
1417308,84.21,12.772,3.248,1.658,30.52
1420851,84.17,12.737,3.537,1.785,30.82
1424395,84.12,12.773,3.481,1.826,30.33
1427938,84.07,12.756,3.563,1.907,30.86
1431481,84.03,12.746,3.706,1.901,30.72
1435025,83.98,12.757,3.075,1.685,30.84
1438568,83.94,12.743,3.602,1.788,30.49
1442111,83.89,12.692,3.99,2.01,31.14
1445654,83.84,12.686,3.989,2.055,30.91
1449198,83.8,12.743,3.478,1.76,30.75
1452741,83.75,12.738,3.493,1.78,30.45
1456284,83.7,12.765,3.273,1.701,30.63
1459827,83.66,12.77,3.396,1.721,30.7
1463371,83.61,12.741,3.478,1.622,30.43
1466914,83.56,12.799,2.956,1.356,30.18
1470457,83.52,12.788,2.507,1.18,30.1
1474001,83.47,12.806,2.531,1.214,30.57
1477544,83.42,12.765,2.656,1.318,30.35
1481087,83.38,12.806,2.318,1.134,30.39
1484630,83.33,12.774,2.714,1.348,30.4
1488174,83.28,12.78,2.616,1.253,30.33
1491717,83.24,12.779,2.822,1.438,30.43
1495260,83.19,12.726,3.041,1.523,30.38
1498803,83.14,12.744,3.225,1.657,30.78
1502347,83.1,12.738,3.067,1.514,30.51
1505890,83.05,12.781,2.567,1.283,30.35
1509433,83.0,12.773,2.744,1.437,30.08
1512976,82.96,12.762,2.712,1.285,30.42
1516520,82.91,12.769,2.574,1.182,30.17
1520063,82.86,12.777,2.222,1.019,30.09
1523606,82.82,12.779,2.593,1.23,30.53
1527150,82.77,12.765,2.49,1.222,30.06
1530693,82.72,12.796,2.248,1.02,30.16
1534236,82.68,12.778,2.046,0.962,30.27
1537779,82.63,12.809,2.227,0.994,30.44
1541323,82.58,12.774,2.164,1.103,30.08
1544866,82.54,12.785,2.52,1.177,30.37
1548409,82.49,12.75,2.662,1.353,30.42
1551952,82.44,12.752,2.869,1.448,30.2
1555496,82.4,12.747,2.751,1.354,29.96
1559039,82.35,12.728,3.251,1.561,30.18
1562582,82.3,12.703,3.48,1.731,30.78
1566126,82.26,12.714,3.598,1.777,30.72
1569669,82.21,12.745,2.897,1.373,30.18
1573212,82.16,12.757,2.686,1.303,30.25
1576755,82.12,12.777,2.581,1.207,30.27
1580299,82.07,12.756,2.295,1.147,30.18
1583842,82.02,12.772,2.527,1.209,30.33
1587385,81.98,12.747,2.607,1.359,30.82
1590928,81.93,12.715,2.715,1.277,30.24
1594472,81.88,12.764,2.376,1.172,30.32
1598015,81.84,12.721,2.893,1.405,30.31
1601558,81.79,12.735,3.115,1.552,30.42
1605102,81.74,12.698,3.162,1.692,30.39
1608645,81.69,12.712,3.04,1.552,30.48
1612188,81.65,12.709,3.114,1.566,30.44
1615731,81.6,12.672,3.166,1.556,30.65
1619275,81.55,12.683,3.565,1.763,30.76
1622818,81.51,12.664,3.476,1.749,30.51
1626361,81.46,12.715,3.22,1.696,30.99
1629904,81.41,12.718,3.211,1.653,30.36
1633448,81.37,12.681,3.389,1.718,30.74
1636991,81.32,12.656,3.367,1.656,31.1
1640534,81.27,12.697,3.125,1.673,30.43
1644078,81.23,12.687,3.264,1.721,30.9
1647621,81.18,12.678,3.528,1.845,31.01
1651164,81.13,12.666,3.442,1.726,30.76
1654707,81.09,12.684,2.889,1.516,30.13
1658251,81.04,12.676,3.273,1.662,30.93
1661794,80.99,12.672,3.117,1.638,30.61
1665337,80.94,12.709,3.164,1.736,30.49
1668880,80.9,12.66,3.317,1.699,30.92
1672424,80.85,12.639,3.664,1.878,30.64
1675967,80.8,12.644,3.71,1.898,31.02
1679510,80.76,12.611,3.938,2.028,30.77
1683054,80.71,12.628,3.827,2.02,30.96
1686597,80.66,12.634,3.795,1.979,30.62
1690140,80.62,12.645,3.497,1.842,30.66
1693683,80.57,12.62,3.945,2.095,30.71
1697227,80.52,12.639,3.989,2.129,30.77
1700770,80.48,12.629,3.921,2.001,30.93
1704313,80.43,12.608,3.793,1.962,30.81
1707856,80.38,12.623,3.759,1.9,30.88
1711400,80.33,12.635,3.832,1.999,31.13
1714943,80.29,12.618,3.746,2.072,30.82
1718486,80.24,12.622,3.841,2.015,30.5
1722030,80.19,12.61,3.989,2.073,30.87
1725573,80.15,12.64,3.61,1.954,30.82
1729116,80.1,12.62,3.737,2.026,31.05
1732659,80.05,12.603,4.013,2.071,31.15
1736203,80.01,12.569,4.368,2.26,31.26
1739746,79.96,12.593,4.251,2.289,30.99
1743289,79.91,12.582,4.083,2.09,31.11
1746832,79.86,12.648,3.638,1.918,30.53
1750376,79.82,12.623,3.597,1.937,31.07
1753919,79.77,12.614,3.668,1.998,30.93
1757462,79.72,12.623,3.748,1.974,30.97
1761006,79.68,12.615,3.632,1.943,30.75
1764549,79.63,12.611,3.726,1.984,30.87
1768092,79.58,12.63,3.347,1.846,30.6
1771635,79.54,12.598,3.686,1.881,30.97
1775179,79.49,12.603,3.523,1.854,30.53
1778722,79.44,12.584,3.879,2.046,31.12
1782265,79.39,12.618,3.757,1.965,31.0
1785808,79.35,12.608,3.461,1.77,31.2
1789352,79.3,12.614,3.393,1.834,30.75
1792895,79.25,12.619,3.278,1.698,30.7
1796438,79.21,12.624,3.462,1.776,30.83
1799981,79.16,12.629,3.683,1.89,30.88
1803525,79.11,12.585,3.643,1.863,30.84
1807068,79.07,12.636,3.149,1.512,30.46
1810611,79.02,12.647,2.833,1.361,30.35
1814155,78.97,12.649,2.668,1.174,30.41
1817698,78.92,12.695,2.08,1.067,30.26
1821241,78.88,12.643,2.475,1.224,30.22
1824784,78.83,12.689,2.233,1.03,30.14
1828328,78.78,12.693,1.979,0.896,30.23
1831871,78.74,12.673,1.982,0.883,30.44
1835414,78.69,12.69,2.332,1.043,30.38
1838957,78.64,12.665,2.544,1.241,30.63
1842501,78.59,12.679,2.356,1.157,30.63
1846044,78.55,12.637,2.375,1.212,30.6
1849587,78.5,12.65,2.425,1.173,30.37
1853131,78.45,12.67,2.016,1.036,30.23
1856674,78.41,12.653,2.561,1.229,30.13
1860217,78.36,12.661,2.59,1.303,30.38
1863760,78.31,12.634,2.181,1.079,30.48
1867304,78.27,12.632,2.684,1.277,30.34
1870847,78.22,12.635,2.58,1.272,30.8
1874390,78.17,12.633,2.872,1.347,30.92
1877933,78.12,12.588,3.345,1.627,30.72
1881477,78.08,12.59,2.962,1.611,30.85
1885020,78.03,12.602,3.016,1.528,30.4
1888563,77.98,12.582,3.12,1.548,30.51
1892107,77.94,12.563,3.479,1.781,30.78
1895650,77.89,12.589,3.232,1.745,30.77
1899193,77.84,12.561,3.537,1.807,30.84
1902736,77.79,12.565,3.646,1.876,30.74
1906280,77.75,12.54,3.581,1.84,31.3
1909823,77.7,12.601,3.525,1.833,30.94
1913366,77.65,12.568,3.779,1.956,31.03
1916909,77.61,12.561,3.725,1.933,31.09
1920453,77.56,12.516,3.936,1.921,31.07
1923996,77.51,12.542,3.264,1.605,30.75
1927539,77.47,12.548,3.478,1.757,30.76
1931083,77.42,12.552,3.552,1.842,30.57
1934626,77.37,12.583,3.631,1.872,31.24
1938169,77.32,12.557,3.809,1.998,30.81
1941712,77.28,12.536,3.671,1.951,30.61
1945256,77.23,12.545,3.934,2.072,30.88
1948799,77.18,12.55,3.837,1.954,30.69
1952342,77.14,12.555,3.421,1.676,31.28
1955885,77.09,12.606,2.858,1.44,30.75
1959429,77.04,12.577,3.082,1.617,31.04
1962972,76.99,12.568,2.957,1.49,31.01
1966515,76.95,12.571,2.753,1.448,30.76
1970059,76.9,12.589,2.713,1.308,30.75
1973602,76.85,12.608,2.651,1.304,30.46
1977145,76.81,12.59,2.322,1.155,30.48
1980688,76.76,12.569,2.586,1.27,30.47
1984232,76.71,12.605,2.51,1.23,30.58
1987775,76.66,12.544,2.685,1.367,30.49
1991318,76.62,12.602,2.848,1.346,30.95
1994861,76.57,12.563,2.899,1.469,30.87
1998405,76.52,12.573,3.007,1.503,30.73
2001948,76.48,12.592,2.951,1.421,30.39
2005491,76.43,12.534,3.056,1.586,30.91
2009035,76.38,12.542,2.992,1.524,30.93
2012578,76.34,12.575,3.261,1.664,30.83
2016121,76.29,12.522,3.478,1.785,30.67
2019664,76.24,12.54,3.198,1.686,30.92
2023208,76.19,12.536,3.33,1.774,31.09
2026751,76.15,12.539,3.467,1.774,30.54
2030294,76.1,12.539,3.515,1.774,31.06
2033837,76.05,12.508,3.704,1.918,30.65
2037381,76.01,12.476,4.091,2.067,31.17
2040924,75.96,12.476,4.153,2.167,31.53
2044467,75.91,12.495,3.89,1.878,31.11
2048011,75.86,12.515,3.795,1.912,31.15
2051554,75.82,12.497,3.768,1.993,30.98
2055097,75.77,12.515,3.875,2.044,31.09
2058640,75.72,12.491,3.581,1.865,31.47
2062184,75.68,12.515,3.507,1.811,31.24
2065727,75.63,12.543,3.33,1.742,30.84
2069270,75.58,12.523,3.514,1.786,30.89
2072813,75.53,12.529,3.16,1.612,30.85
2076357,75.49,12.481,3.628,1.901,31.46
2079900,75.44,12.486,3.55,1.9,31.03
2083443,75.39,12.479,3.797,1.957,31.31
2086986,75.35,12.487,3.763,1.877,31.0
2090530,75.3,12.502,3.343,1.714,30.66
2094073,75.25,12.483,3.328,1.712,31.19
